RANDOM_ID,GENDER,IN_STATE,UNMET_NEED_PERCENT,PELL,MAJOR,MAJOR_DESC,SCIENCE_CLASSES,LAB_CLASSES,RESIDENCE_HALL,ETHNICITY,CREDITS_EARNED,GPA_CREDITS,GPA
"7,791,460",F,Y,100,Y,ENVS,Environmental Science,35,12,Hayes Healy,Hispanic or Latino,153,123,3.12
"7,799,117",M,Y,0,,BADM,Business Administration,4,2,Gillson,International,51,88,1.63
"7,813,815",F,Y,91,Y,UNLA,Undeclared Arts,3,1,Hayes Healy,Multi Race,137,137,3.09
"7,830,134",M,N,76,,FNEC,Financial Economics (4+1),3,1,Gillson,Asian,128,122,2.78
"7,832,383",F,Y,80,,UNLA,Undeclared Arts,2,2,Phelan,White,159,135,3.55
"7,835,016",F,Y,100,Y,ARCD,Architecture & Community Design,5,10,Gillson,White,136,140,3.27
"7,856,928",M,Y,28,Y,POLS,Politics,3,3,Gillson,Hispanic or Latino,129,121,3.53
"7,859,032",M,Y,0,,PSYC,Psychology,1,0,,International,140,136,2.93
"7,860,016",M,Y,72,,UNLA,Undeclared Arts,4,1,,Hispanic or Latino,129,117,3.64
"7,868,801",F,Y,86,,BADM,Business Administration,2,0,Phelan,Multi Race,141.68,127,3.45
"7,871,929",F,N,81,,UNSC,Undeclared Sciences,7,5,Fromm,Multi Race,132,128,3.36
"7,881,324",M,Y,100,Y,POLS,Politics,0,0,Pacific Wing,White,52,16,4
"7,888,810",F,N,0,,CHEM,Chemistry,7,2,Phelan,International,32,32,3.18
"7,908,928",F,N,97,Y,BAIS,International Studies,3,1,Hayes Healy,Hispanic or Latino,132,128,3.67
"7,910,739",M,Y,0,,BADM,Business Administration,7,1,Hayes Healy,White,128,128,3.19
"7,916,087",M,N,82,,MS,Media Studies,5,7,Gillson,White,129,118,3.21
"7,927,743",M,Y,0,,BADM,Business Administration,6,1,Hayes Healy,International,132,135,2.43
"7,951,753",M,Y,90,,NURS,Nursing,7,14,,Asian,143,103,3.45
"7,964,895",M,Y,84,,BADM,Business Administration,5,1,,Asian,128,128,2.98
"7,968,025",M,N,39,,HIST,History,2,0,Hayes Healy,White,58,28,2.96
"7,968,244",M,Y,0,,UNBN,Undeclared Business,1,2,,International,67,67,3.53
"7,993,286",F,Y,0,,COMS,Communication Studies,1,6,Phelan,White,129,125,3.59
"8,003,326",F,Y,64,,BMKT,Marketing,1,0,Phelan,Hispanic or Latino,32,32,3.71
"8,005,149",F,N,76,,NURS,Nursing,7,14,Phelan,White,131,100,3.60
"8,006,350",F,Y,61,,BADM,Business Administration,1,0,Phelan,Hispanic or Latino,17,28,1.03
"8,010,516",F,Y,100,,ENVS,Environmental Science,25,10,Gillson,White,128,112,3.09
"8,010,767",M,Y,0,,BADM,Business Administration,3,1,Gillson,International,144,136,3.41
"8,012,779",M,N,0,,BADM,Business Administration,4,3,Lone Village,International,128,134,2.87
"8,018,687",F,N,90,,BENI,Entrepreneurship & Innovation,3,0,Hayes Healy,African American,41,32,3.54
"8,020,566",F,N,0,,ENGL,English,1,0,Gillson,White,45,33,3.96
"8,021,228",M,N,0,,HM,Hospitality Management,8,5,Phelan,White,128,139,2.49
"8,035,482",F,Y,59,,DSGN,Design,6,5,Gillson,White,140,124,3.84
"8,044,307",M,Y,89,,CS,Computer Science,6,1,Phelan,Asian,36.50,48,1.50
"8,048,029",M,Y,75,,BNTL,International Business,4,1,,Hispanic or Latino,128,119,3.52
"8,048,828",M,Y,0,,DSGN,Design,3,3,Phelan,White,129,129,3.46
"8,057,601",F,N,61,,UNSC,Undeclared Sciences,10,5,Phelan,Multi Race,135,105,3.58
"8,060,603",M,Y,0,,UNBN,Undeclared Business,1,0,Gillson,White,88,58,3.90
"8,067,578",M,N,0,,BNTL,International Business,8,1,Hayes Healy,Multi Race,128,128,3.06
"8,067,895",F,Y,0,,PSYC,Psychology,8,3,Fromm,Asian,166,150,3.85
"8,071,742",F,Y,51,,ESS,Exercise and Sport Science,27,7,,Asian,130,130,3.98
"8,087,278",F,Y,93,Y,BIOL,Biology,31,11,Phelan,Hispanic or Latino,151.35,129,3.59
"8,088,759",M,Y,100,Y,BIOL,Biology,7,2,Gillson,Hispanic or Latino,136,128,3.13
"8,090,749",F,Y,99,Y,ESS,Exercise and Sport Science,7,2,Phelan,Asian,136,136,2.55
"8,101,527",F,Y,99,Y,NURS,Nursing,10,2,Hayes Healy,Asian,78,90,2.42
"8,102,674",F,Y,0,,BIOL,Biology,30,19,Fromm,International,93,122,2.18
"8,108,967",F,Y,0,,PSYC,Psychology,0,0,Gillson,Hispanic or Latino,28,28,3.06
"8,111,369",F,Y,0,,NURS,Nursing,6,3,Gillson,Multi Race,36,40,2.97
"8,124,523",F,Y,0,,BADM,Business Administration,2,0,,International,7,31,0.42
"8,147,060",F,Y,71,,NURS,Nursing,4,2,Fromm,Hispanic or Latino,34,34,3.49
"8,156,194",F,Y,34,,ENVA,Environmental Studies,6,4,Gillson,Hispanic or Latino,132,132,3.74
"8,159,449",M,Y,0,,BADM,Business Administration,1,0,,International,0,17,0
"8,159,665",F,N,0,,NURS,Nursing,6,3,Phelan,African American,34,34,3.19
"8,160,669",M,N,100,Y,BIOL,Biology,7,3,Phelan,African American,136,121,3.52
"8,162,044",F,Y,80,,PSYC,Psychology,6,4,Fromm,White,128,112,3.79
"8,177,986",M,Y,0,,BADM,Business Administration,4,1,Hayes Healy,International,16,44,0.79
"8,182,902",F,N,88,,UNLA,Undeclared Arts,8,3,Phelan,Hispanic or Latino,135,129,3.52
"8,184,213",F,Y,20,,BNTL,International Business,1,0,,African American,70,84,2.59
"8,188,258",F,Y,0,,BACT,Accounting,5,2,Fromm,International,133,133,2.77
"8,198,013",F,Y,93,Y,UNBN,Undeclared Business,8,1,Hayes Healy,Asian,125,130,2.19
"8,202,925",M,Y,90,,BIOL,Biology,36,12,Gillson,Asian,138,129,3.73
"8,205,681",M,Y,100,Y,BADM,Business Administration,11,2,Hayes Healy,White,132,148,2.41
"8,214,035",M,Y,59,,BADM,Business Administration,7,1,Gillson,Hispanic or Latino,137,117,3.51
"8,217,250",F,Y,10,,BMKT,Marketing,5,1,Gillson,Asian,130.50,126.50,3.24
"8,233,893",M,Y,100,Y,CS,Computer Science,23,3,Phelan,White,129,126,3.86
"8,243,349",F,N,94,Y,UNBN,Undeclared Business,3,1,Fromm,Asian,134,134,3.82
"8,248,148",F,Y,85,,NURS,Nursing,10,4,Hayes Healy,White,143,123,3.05
"8,257,802",F,Y,0,,BENI,Entrepreneurship & Innovation,4,2,Gillson,International,136,155,2.92
"8,259,465",M,Y,0,,ECON,Economics,3,1,Gillson,International,134,134,3.34
"8,273,024",M,Y,0,,ECON,Economics,5,1,Phelan,International,151,151,3.29
"8,278,525",M,Y,0,,UNSC,Undeclared Sciences,4,2,Hayes Healy,International,76,46,3.27
"8,288,506",F,Y,69,,ESS,Exercise and Sport Science,7,1,Phelan,Hispanic or Latino,107,104,2.50
"8,295,142",F,Y,0,,BFIN,Finance,1,0,Fromm,International,32,44,1.25
"8,298,521",M,N,0,,ADVT,Advertising,1,2,Hayes Healy,White,84,96,2.55
"8,314,759",F,N,0,,COMS,Communication Studies,0,0,Gillson,Hispanic or Latino,132,112,3.92
"8,328,304",M,Y,0,,BNTL,International Business,3,1,Hayes Healy,International,130,130,3.28
"8,341,717",F,Y,100,Y,DSGN,Design,3,2,Gillson,Hispanic or Latino,146,132,3.70
"8,344,139",F,Y,0,,ENGL,English,3,1,Hayes Healy,White,136,128,3.49
"8,353,959",M,Y,0,,UNBN,Undeclared Business,1,0,Gillson,International,27,30,2.33
"8,364,201",F,N,0,,DSGN,Design,3,5,Fromm,International,128,128,3.51
"8,366,838",F,N,0,,UNBN,Undeclared Business,1,0,Fromm,Asian,31,31,3.66
"8,371,173",F,Y,0,,UNSC,Undeclared Sciences,2,1,,International,24,24,2.17
"8,380,843",M,N,34,,PSYC,Psychology,5,1,Phelan,Multi Race,128,130,2.65
"8,385,990",F,Y,11,,CHEM,Chemistry,5,1,Phelan,White,128,132,2.93
"8,388,112",F,N,100,Y,PASJ,Perf. Arts & Soc. Justice,3,5,Hayes Healy,Hispanic or Latino,154,132,3.29
"8,393,263",M,N,0,,UNSC,Undeclared Sciences,0,0,Hayes Healy,White,12,12,3.53
"8,397,092",M,Y,71,,NURS,Nursing,2,4,Hayes Healy,Hispanic or Latino,135,105,3.46
"8,397,967",F,Y,100,Y,BADM,Business Administration,5,1,Phelan,Hispanic or Latino,141,138,3.72
"8,398,699",M,N,0,,ARCD,Architecture & Community Design,2,3,Phelan,Multi Race,55,31,3.85
"8,407,022",M,Y,0,,ARCD,Architecture & Community Design,3,8,Phelan,White,146,146,3.03
"8,409,895",M,Y,83,,BOBL,Organizational Behav.& Ldrship,9,1,Phelan,Hispanic or Latino,128,128,3.13
"8,420,580",F,Y,38,,NURS,Nursing,22,7,Hayes Healy,Hispanic or Latino,142,145,3.08
"8,424,869",F,Y,0,,DSGN,Design,3,4,Phelan,White,143,135,3.54
"8,432,835",F,Y,100,Y,POLS,Politics,3,1,Phelan,White,132,122,3.69
"8,440,173",F,Y,100,Y,CHEM,Chemistry,6,2,,Hispanic or Latino,26,29,2.50
"8,440,384",M,Y,32,,BIOL,Biology,29,11,,Asian,128,124,3.12
"8,444,250",M,Y,0,,CS,Computer Science,1,0,Phelan,Asian,42,12,3.80
"8,446,887",F,Y,91,,SOC,Sociology,3,1,Fromm,Hispanic or Latino,128,128,3.55
"8,451,612",F,N,0,,UNBN,Undeclared Business,4,1,Gillson,White,137,129,3.58
"8,455,968",F,N,83,,BADM,Business Administration,1,0,Hayes Healy,Multi Race,16,16,2.58
"8,479,483",F,N,11,,SOC,Sociology,0,0,Phelan,White,32,32,3.88
"8,483,544",F,Y,79,,PSYC,Psychology,3,2,Gillson,Hispanic or Latino,134,124,2.87
"8,493,650",F,Y,0,,PSYC,Psychology,6,3,Lone Mountain,White,56,36,3.59
"8,494,944",M,Y,0,,UNLA,Undeclared Arts,1,0,Hayes Healy,International,12,32,0.95
"8,499,712",M,Y,0,,CS,Computer Science,7,1,Phelan,International,129,145,2.48
"8,501,349",F,Y,0,,CHEM,Chemistry,5,2,Fromm,International,28,32,2.55
"8,515,038",M,Y,100,Y,BACT,Accounting,7,1,Phelan,Hispanic or Latino,130,118,2.99
"8,537,664",F,N,93,,BIOL,Biology,9,4,Hayes Healy,White,41,28,3.48
"8,543,498",M,N,90,,CS,Computer Science,2,0,Lone Mountain,White,26,34,2.43
"8,547,247",M,Y,89,,BADM,Business Administration,4,1,Gillson,Asian,143,123,3.63
"8,553,195",F,N,100,Y,BADM,Business Administration,4,1,Hayes Healy,Asian,150,153,2.87
"8,568,584",F,Y,39,,ENGL,English,2,1,Hayes Healy,Asian,133,105,3.92
"8,568,938",F,Y,0,,UNBN,Undeclared Business,0,0,Hayes Healy,International,36,39,2.51
"8,574,488",F,Y,94,Y,BADM,Business Administration,1,0,,Asian,42,43,1.70
"8,577,688",F,Y,0,,PSYC,Psychology,7,1,Gillson,White,128,126,2.98
"8,586,348",F,N,76,,BADM,Business Administration,2,0,Fromm,White,32,32,3.52
"8,598,869",M,N,73,,POLS,Politics,3,2,Hayes Healy,White,140,120,3.66
"8,599,691",M,N,84,,BSDS,Data Science,20,0,Gillson,Unknown,128,112,3.85
"8,616,919",F,Y,100,Y,PSYC,Psychology,0,1,Hayes Healy,Hispanic or Latino,27,27,3.55
"8,617,637",M,Y,64,,BADM,Business Administration,3,0,Gillson,Multi Race,134,102,3.79
"8,620,337",M,Y,0,,UNSC,Undeclared Sciences,27,6,Pedro Arrupe,International,136,130,3.71
"8,625,861",F,N,42,,ENGL,English,3,1,Gillson,White,138,128,3.08
"8,626,548",F,N,100,Y,BADM,Business Administration,3,1,Hayes Healy,White,57,57,2.77
"8,627,360",F,Y,78,,SOC,Sociology,7,5,,Hispanic or Latino,144,122,3.56
"8,628,100",F,Y,100,Y,COMS,Communication Studies,0,0,Hayes Healy,Asian,58,58,3.29
"8,643,975",F,Y,100,Y,BIOL,Biology,20,8,Gillson,Hispanic or Latino,139,127,3.09
"8,648,729",F,N,0,,BIOL,Biology,15,6,Hayes Healy,White,138,134,3.57
"8,651,923",M,N,100,Y,ARCD,Architecture & Community Design,31,8,Hayes Healy,White,142,140,3.54
"8,657,893",M,Y,0,,BAIS,International Studies,6,1,Hayes Healy,International,130,134,3.47
"8,660,586",F,Y,65,Y,BAIS,International Studies,3,9,Gillson,Hispanic or Latino,150,118,3.14
"8,661,938",F,N,100,Y,UNLA,Undeclared Arts,4,2,Gillson,Multi Race,128,107,3.19
"8,669,398",M,Y,0,,BADM,Business Administration,9,1,Lone Mountain,White,141,138,3.37
"8,669,404",F,Y,68,,BIOL,Biology,13,1,Hayes Healy,Asian,129,132,2.88
"8,680,063",M,Y,19,,BADM,Business Administration,4,1,Phelan,Asian,128,127,3.08
"8,682,916",F,N,100,Y,COMS,Communication Studies,5,1,Phelan,Hispanic or Latino,128,122,3.57
"8,689,686",M,Y,0,,CHEM,Chemistry,34,13,Hayes Healy,Hispanic or Latino,130,145,2.38
"8,696,336",F,Y,100,Y,POLS,Politics,3,1,Gillson,Hispanic or Latino,129,129,3.21
"8,699,856",F,Y,0,,COMS,Communication Studies,3,5,Phelan,White,128,112,3.81
"8,707,591",F,Y,17,,NURS,Nursing,7,14,Gillson,White,130,99,3.84
"8,713,243",F,N,67,,BIOL,Biology,11,5,Gillson,White,71.35,48,3.98
"8,713,711",F,Y,50,,ENGL,English,3,5,Gillson,Asian,128,124,3.42
"8,718,105",M,N,26,,BMKT,Marketing,1,0,Gillson,White,18,18,2.96
"8,724,270",F,Y,99,Y,UNLA,Undeclared Arts,19,8,Hayes Healy,Hispanic or Latino,149,132,3.08
"8,726,868",F,Y,4,,NURS,Nursing,7,4,Hayes Healy,Asian,141,123,3.70
"8,727,939",F,Y,73,,NURS,Nursing,7,17,Gillson,Asian,134,104,3.82
"8,728,132",M,N,99,Y,POLS,Politics,3,1,Hayes Healy,Multi Race,123,125,2.91
"8,732,206",M,Y,42,,PSYC,Psychology,3,2,Hayes Healy,Hispanic or Latino,128,128,3.48
"8,740,766",F,N,74,,COMS,Communication Studies,3,2,Gillson,African American,128,128,2.72
"8,744,405",M,Y,0,,BFIN,Finance,3,1,Lone Village,International,141,145,2.53
"8,745,574",F,Y,0,,UNBN,Undeclared Business,3,1,Hayes Healy,White,64,64,3.63
"8,759,445",F,Y,100,Y,BADM,Business Administration,0,0,Gillson,Asian,28,28,3.34
"8,760,353",F,Y,0,,BIOL,Biology,28,10,Fromm,Asian,129,118,3.09
"8,781,164",F,Y,82,,UNSC,Undeclared Sciences,16,6,Hayes Healy,Hispanic or Latino,134,125,2.86
"8,796,691",M,Y,93,Y,CS,Computer Science,6,1,,Asian,142,146,3.36
"8,796,729",F,Y,92,Y,MATH,Mathematics,16,1,Gillson,White,128,128,3.05
"8,799,892",F,N,51,,CS,Computer Science,20,3,Fromm,White,128,144,2.80
"8,807,095",F,N,100,Y,ENGL,English,0,0,Fromm,Pacific Islander,58,84,1.77
"8,807,994",F,N,60,,ENGL,English,5,2,Phelan,African American,94,110,2.22
"8,813,468",F,Y,0,,SOC,Sociology,3,1,Gillson,International,156,140,3.57
"8,820,299",M,Y,22,,HIST,History,3,3,Hayes Healy,White,141,125,3.19
"8,823,959",F,Y,100,Y,MATH,Mathematics,6,1,Hayes Healy,Hispanic or Latino,133,137,2.97
"8,831,331",M,N,66,,BIOL,Biology,25,5,Hayes Healy,White,130,124,3.75
"8,842,986",F,Y,0,,BACT,Accounting,3,1,Lone Village,International,62,62,3.51
"8,844,027",F,Y,0,,BADM,Business Administration,4,2,Lone Mountain,International,144,144,2.80
"8,847,816",F,Y,100,Y,SOC,Sociology,3,1,Hayes Healy,Hispanic or Latino,95,119,2.07
"8,849,559",M,Y,0,,BFIN,Finance,6,1,Phelan,International,78,48,2.98
"8,854,712",F,N,60,,BAIS,International Studies,6,1,Phelan,White,128,79,3.85
"8,869,316",M,N,100,Y,UNBN,Undeclared Business,0,0,Hayes Healy,Asian,27,27,3.11
"8,869,903",M,Y,0,,BADM,Business Administration,3,1,Gillson,Hispanic or Latino,130,126,2.87
"8,877,989",F,Y,8,,COMS,Communication Studies,3,1,Phelan,Asian,128,105,3.70
"8,895,505",M,Y,78,,SOC,Sociology,6,2,Gillson,Asian,128,130,2.85
"8,909,211",F,Y,100,Y,BNTL,International Business,6,1,Gillson,Multi Race,128,120,3.31
"8,915,312",M,Y,61,,PHYS,Physics,13,1,Hayes Healy,Asian,76,92,2.01
"8,920,664",F,Y,98,Y,MS,Media Studies,6,3,Hayes Healy,Hispanic or Latino,146,134,3.48
"8,946,317",F,Y,79,,UNLA,Undeclared Arts,6,2,Gillson,White,128,128,3.47
"8,954,393",F,N,0,,PSYC,Psychology,13,6,Hayes Healy,White,147,127,3.43
"8,956,909",M,Y,86,,CS,Computer Science,21,3,Phelan,Asian,130,122,3.55
"8,959,533",F,Y,61,,ENGL,English,3,4,,Asian,104,142,2.23
"8,971,312",M,Y,0,,BNTL,International Business,1,0,Phelan,International,37,44,1.90
"8,973,557",F,Y,0,,BADM,Business Administration,3,6,Fromm,International,152,144,3.51
"8,977,437",F,Y,54,,BIOL,Biology,13,6,Phelan,White,128,119,3.12
"8,979,084",F,Y,96,Y,NURS,Nursing,7,5,Phelan,Hispanic or Latino,141,111,2.60
"8,989,488",M,Y,0,,BADM,Business Administration,5,1,Hayes Healy,White,128,132,2.80
"8,993,328",M,Y,97,Y,MS,Media Studies,0,2,Gillson,Hispanic or Latino,74,62,3.38
"8,998,872",F,N,95,Y,FNAR,Fine Arts,3,8,Gillson,Hispanic or Latino,130,118,3.71
"9,003,960",F,N,0,,PSYC,Psychology,2,3,Hayes Healy,White,144,140,3.69
"9,008,772",F,Y,100,Y,BIOL,Biology,4,1,Fromm,Hispanic or Latino,148,112,3.36
"9,008,933",F,Y,0,,UNSC,Undeclared Sciences,3,1,Gillson,Asian,130,121,2.92
"9,014,598",F,Y,90,,ESS,Exercise and Sport Science,33,12,Fromm,Asian,144,136,3.57
"9,017,269",M,Y,100,Y,HIST,History,5,2,Phelan,Hispanic or Latino,112,142,1.94
"9,019,119",F,Y,0,,PSYC,Psychology,3,1,,International,140,120,2.83
"9,029,926",F,Y,0,,BMKT,Marketing,3,1,Lone Village,International,140,140,3.04
"9,039,435",F,Y,0,,HM,Hospitality Management,3,1,Phelan,Multi Race,90,66,3.25
"9,045,455",M,Y,0,,ECON,Economics,0,0,Gillson,Asian,24,16,2.83
"9,047,030",M,Y,39,,UNBN,Undeclared Business,13,1,Hayes Healy,Asian,142,124,3.15
"9,048,938",F,Y,35,,UNBN,Undeclared Business,5,1,Hayes Healy,White,128,128,2.80
"9,053,607",M,Y,0,,HIST,History,3,2,,Asian,160,160,3.72
"9,053,750",M,Y,96,Y,HM,Hospitality Management,4,1,Gillson,Asian,128,132,2.75
"9,063,737",F,Y,77,,BIOL,Biology,32,12,Phelan,Asian,133,129,3.06
"9,068,833",F,N,0,,HM,Hospitality Management,1,0,Hayes Healy,White,16,16,3.65
"9,070,105",F,N,0,,BADM,Business Administration,5,1,Gillson,International,64,64,3.63
"9,071,103",F,Y,83,,UNSC,Undeclared Sciences,7,5,Hayes Healy,Hispanic or Latino,158,121,3.61
"9,077,231",F,N,84,,PASJ,Perf. Arts & Soc. Justice,4,4,Phelan,African American,137,137,3.93
"9,088,263",M,Y,0,,BIOL,Biology,20,4,Hayes Healy,Asian,134,138,2.92
"9,088,421",F,Y,100,Y,PSYC,Psychology,2,3,Hayes Healy,African American,128,128,3.44
"9,089,647",F,Y,0,,BMKT,Marketing,5,1,Gillson,Asian,80,72,3.53
"9,104,755",F,Y,0,,PSYC,Psychology,2,5,Gillson,White,128,124,3.91
"9,107,077",F,Y,0,,PSYC,Psychology,9,5,Gillson,White,128,124,3.18
"9,114,278",F,Y,93,Y,PHYS,Physics,29,2,Gillson,Hispanic or Latino,150,138,2.75
"9,115,467",M,Y,97,Y,BMKT,Marketing,1,0,,White,28,27,2.13
"9,123,388",F,Y,0,,BADM,Business Administration,6,3,Gillson,International,131,123,2.97
"9,125,541",M,Y,0,,UNSC,Undeclared Sciences,10,6,Hayes Healy,Asian,128,131,2.83
"9,137,191",F,Y,72,,UNLA,Undeclared Arts,3,1,Lone Mountain,African American,33,34,2.04
"9,137,949",F,Y,12,,BADM,Business Administration,3,1,Gillson,White,128,124,3.75
"9,153,027",F,Y,62,,NURS,Nursing,7,14,Phelan,Hispanic or Latino,133,104,3.54
"9,169,730",F,Y,0,,PSYC,Psychology,2,1,Gillson,Hispanic or Latino,73,77,2.90
"9,175,245",F,N,99,Y,BAIS,International Studies,5,1,Phelan,White,149,117,3.79
"9,178,640",F,Y,98,Y,BMKT,Marketing,28,11,Gillson,White,149,149,3.48
"9,178,869",F,N,89,,UNBN,Undeclared Business,4,1,Hayes Healy,White,136,132,3.53
"9,182,123",F,Y,0,,BADM,Business Administration,5,1,Gillson,International,145,145,3.39
"9,187,490",F,Y,99,Y,BMKT,Marketing,4,3,Phelan,Multi Race,129,129,3.25
"9,194,437",F,Y,54,,DSGN,Design,5,2,Gillson,Asian,128,96,3.91
"9,198,524",M,Y,0,,HM,Hospitality Management,3,3,Phelan,International,128,128,3.44
"9,198,629",M,N,0,,BADM,Business Administration,4,1,Hayes Healy,White,131,131,3.29
"9,199,824",F,N,0,,BIOL,Biology,29,12,Hayes Healy,Asian,162,121,2.79
"9,210,883",F,Y,100,Y,NURS,Nursing,8,8,Phelan,Asian,141,122,3.33
"9,218,225",F,Y,99,Y,BIOL,Biology,11,5,Hayes Healy,Multi Race,129,134,2.61
"9,220,878",F,Y,0,,UNLA,Undeclared Arts,33,13,Gillson,International,144,158,2.95
"9,222,089",F,N,12,,ENGL,English,1,0,Hayes Healy,White,58,34,4
"9,223,072",M,Y,70,,DSGN,Design,0,3,Hayes Healy,Asian,52,52,2.10
"9,226,900",F,Y,36,,NURS,Nursing,7,24,,Asian,163,121,3.80
"9,239,000",M,Y,0,,UNSC,Undeclared Sciences,6,3,Hayes Healy,White,130,132,3.28
"9,250,627",F,N,70,,NURS,Nursing,7,14,Gillson,White,177,110,3.82
"9,256,892",F,Y,51,,NURS,Nursing,7,4,Gillson,Native American,67,49,3.56
"9,261,510",M,Y,14,,CS,Computer Science,6,1,Gillson,Unknown,131,123,3.32
"9,268,361",F,Y,54,,COMS,Communication Studies,3,1,Gillson,Multi Race,128,112,3.91
"9,268,841",F,Y,100,Y,BIOL,Biology,5,3,Phelan,White,77,64,3.77
"9,272,352",M,N,0,,BNTL,International Business,3,0,Gillson,International,42,42,3.94
"9,280,310",F,Y,32,,ESS,Exercise and Sport Science,6,5,Hayes Healy,Multi Race,140,139,3.78
"9,281,655",F,N,19,,DSGN,Design,5,4,Gillson,Asian,128,128,3.16
"9,283,946",F,N,0,,BADM,Business Administration,3,1,,International,129,129,2.41
"9,292,632",F,Y,53,,DSGN,Design,3,6,Hayes Healy,White,129,117,3.31
"9,325,880",F,N,0,,ESS,Exercise and Sport Science,4,1,Phelan,White,29,29,3.36
"9,326,295",M,Y,0,,BIOL,Biology,6,3,Hayes Healy,Asian,0,28,0
"9,327,404",M,Y,76,,CS,Computer Science,21,3,Gillson,White,128,122,3.16
"9,338,812",F,Y,0,,NURS,Nursing,9,15,Phelan,White,133,107,3.81
"9,355,058",M,Y,70,,UNBN,Undeclared Business,9,1,Hayes Healy,Asian,128,128,3.29
"9,356,334",F,Y,70,,ENGL,English,2,2,Hayes Healy,White,64,44,3.30
"9,361,535",F,Y,74,,ESS,Exercise and Sport Science,23,5,Hayes Healy,White,140,129,3.94
"9,371,262",M,Y,97,Y,BFIN,Finance,9,1,Phelan,Hispanic or Latino,128,135,2.39
"9,387,381",M,Y,0,,ADVT,Advertising,6,2,Lone Mountain,International,128,146,2.40
"9,388,093",F,Y,96,Y,BIOL,Biology,12,7,Hayes Healy,Hispanic or Latino,128,112,2.84
"9,388,253",M,Y,0,,BMKT,Marketing,3,1,Gillson,International,136,136,2.78
"9,390,657",F,Y,0,,UNSC,Undeclared Sciences,13,5,Hayes Healy,White,132,132,3.48
"9,393,435",F,Y,74,,ARCD,Architecture & Community Design,3,9,Hayes Healy,Hispanic or Latino,130,130,3.36
"9,400,224",F,Y,0,,PSYC,Psychology,0,2,Gillson,Asian,100,82,2.21
"9,405,594",F,Y,0,,COMS,Communication Studies,1,0,Gillson,White,32,32,3.34
"9,413,852",F,Y,66,,DSGN,Design,3,7,Hayes Healy,Multi Race,138,120,3.71
"9,414,922",F,Y,68,,SOC,Sociology,0,2,Hayes Healy,White,166,126,3.70
"9,421,311",F,Y,0,,BMKT,Marketing,4,1,Gillson,International,128,128,3.39
"9,430,173",F,N,35,,PSYC,Psychology,2,5,Gillson,White,128,128,3.54
"9,447,326",F,Y,0,,PASJ,Perf. Arts & Soc. Justice,3,6,Phelan,White,143,130,3.79
"9,452,006",F,Y,100,Y,NURS,Nursing,9,14,Fromm,Asian,153,114,3.37
"9,456,131",M,Y,0,,BADM,Business Administration,4,1,Gillson,White,128,128,3.13
"9,460,277",F,Y,30,,BAIS,International Studies,0,0,Phelan,Asian,32,32,3.50
"9,465,550",M,Y,55,,UNLA,Undeclared Arts,3,3,Hayes Healy,White,136,134,3.80
"9,467,979",F,Y,0,,BFIN,Finance,3,1,Phelan,International,136,136,3.37
"9,479,386",F,Y,100,Y,BMKT,Marketing,1,0,Phelan,Multi Race,34,14,3.34
"9,479,826",M,Y,0,,BADM,Business Administration,2,0,Gillson,White,30,29,3.47
"9,480,599",F,Y,0,,NURS,Nursing,8,25,Fromm,Asian,151,115,3.85
"9,484,728",F,Y,0,,NURS,Nursing,8,14,Phelan,White,133,101,3.66
"9,485,044",F,Y,52,,PSYC,Psychology,0,0,Phelan,Hispanic or Latino,28,32,2.50
"9,491,730",F,Y,89,,UNSC,Undeclared Sciences,10,4,Gillson,White,128,132,3.26
"9,494,831",F,Y,99,Y,BSDS,Data Science,2,0,Hayes Healy,Hispanic or Latino,22,18,1.71
"9,509,135",F,Y,91,,BADM,Business Administration,5,1,Hayes Healy,Asian,129,129,3.63
"9,510,939",F,Y,95,Y,ENGL,English,3,3,Phelan,White,128,128,3.46
"9,525,006",M,Y,0,,MATH,Mathematics,3,0,Phelan,International,34,34,3.96
"9,535,940",F,Y,100,Y,ANST,Asian Studies,3,1,,Asian,138,124,3.95
"9,545,686",F,Y,79,,FNAR,Fine Arts,1,3,Gillson,White,24,56,1.36
"9,548,033",M,Y,98,Y,BENI,Entrepreneurship & Innovation,3,1,Gillson,Hispanic or Latino,139,127,3.66
"9,555,812",F,Y,91,,BIOL,Biology,32,6,Hayes Healy,White,140,143,2.70
"9,571,464",F,N,100,Y,UNLA,Undeclared Arts,5,1,Hayes Healy,Hispanic or Latino,131,113,3.43
"9,583,059",F,Y,99,Y,ENGL,English,3,3,Hayes Healy,Hispanic or Latino,119,107,2.53
"9,608,556",F,N,51,,ENGL,English,3,5,Phelan,Hispanic or Latino,151,135,3.49
"9,609,554",F,N,0,,BADM,Business Administration,1,0,Phelan,Asian,71,63,3.44
"9,615,281",F,Y,100,Y,POLS,Politics,6,1,Gillson,Hispanic or Latino,140,136,3.35
"9,625,802",F,Y,0,,CHEM,Chemistry,12,5,Gillson,International,96,66,3.96
"9,638,767",F,Y,92,Y,BADM,Business Administration,1,0,Hayes Healy,Asian,34,34,3.11
"9,645,566",F,N,0,,BACT,Accounting,3,1,Hayes Healy,International,130,122,3.87
"9,649,923",M,Y,100,Y,BADM,Business Administration,1,0,Hayes Healy,Hispanic or Latino,23,43,1.09
"9,651,062",F,Y,0,,ENGL,English,3,5,Phelan,White,82,64,2.77
